"","WT1","WT2","insASAY1","insASAY2","hete_DelE61","hete_DelE62","homo_DelE61","homo_DelE62"
" Atp1b2",385.940173721901,379.221162145705,270.494312939732,292.181377916125,284.518648312477,299.422562864994,323.353258717405,294.740903070019
" Fxr2",8885.07680734147,9182.70966960968,6451.60887086128,6465.12073137277,7444.64292745963,7804.06904515653,7439.83170041398,6687.78599322064
" Gsg2",404.617874454421,386.320460732793,738.916685524357,776.202555348437,405.442410935077,480.157838135371,545.503576469862,717.524122975246
" Sez6",135.918726934652,179.818619999027,112.162742409566,98.0402786876553,141.118440487127,129.48499912252,93.7745458950669,81.7255164019635
" Rab34",2057.63588149636,2033.72820874164,3240.86185021251,3213.63124227356,2910.24623124967,2659.59406188886,2749.00894111519,3258.69506588107
" Suz12",9187.64393161054,8858.87873593069,6769.18822241998,6482.38486221815,5856.40868733922,5996.1782824328,7872.44782443821,6235.92126108049
" Cuedc1",256.721815235648,227.937526234103,308.808568602661,246.013323028648,439.202396486057,355.518068952519,257.396280586851,294.827954492329
" Hlf",4.68651322398013,7.23788221562074,6.42264754036648,2.55595334932412,26.153678795269,24.3084686821633,1.97831242692675,5.95605218468758
" Lasp1",6231.26013372565,6375.35837679495,7059.99080465228,7356.99547095404,3303.64776008402,3266.93347496463,7818.40210771464,8112.43448465138
" Wipf2",647.267068679797,669.341336044239,515.302634295813,486.963068415764,605.951813377913,545.089300189328,552.430271475409,536.3418620839
" Stat3",1288.8058740575,1263.87894457457,664.517176173526,684.994651556848,1317.66398531961,1342.3184380813,962.465039610642,814.239059378927
" Arl4d",483.099144099002,522.024835361362,474.589038604727,482.602646060788,389.842354437056,375.499144261492,323.05756042607,311.238635494135
" Mapt",215.814023180223,201.472759759907,134.516135492781,155.791755039657,125.427059206382,110.785063401856,128.197005330443,110.670093883481
" Cyb561",1543.45465799027,1491.06755089685,1090.66677759091,1117.984811871,972.768267630887,1015.59337792361,1332.9355728921,1212.49186119377
" 1810010H24Rik",183.291711963455,198.864086818334,101.557491882477,128.986482977519,225.090431888614,181.246550065122,188.57867036002,126.240603747076
" Axin2",673.446449683569,699.774083713345,1202.78217079261,1057.85569225988,1011.75987574087,964.093423281816,662.886055004306,915.039761834942
" Slc9a3r1",654.164818135982,558.624135996891,1650.88199479219,1599.38548474561,896.674177574661,866.50433326984,1026.29093618263,1087.54913887806
" Srsf2",7424.86955390749,7336.45437069593,18385.435674996,17336.7206547089,7396.29444184309,7548.10905652374,11222.3743279734,14613.0708470758
" Socs3",383.357516284776,342.701338341065,259.846930578481,245.807195401477,395.333914069174,325.354117472967,310.531484562371,277.839098584935
" Cbx4",246.977844297941,251.004090524608,132.939751116471,138.526601205853,316.060250469952,336.388318433798,191.091967405787,164.159562575398
" Endov",168.288657972362,153.354570935475,291.956817705712,237.015807869236,210.877072495513,216.21287190436,180.003017346517,237.313008314761
" 2900052L18Rik",274.736508539031,216.438354193627,118.658817757108,120.323757278809,92.9213197499419,137.717925624296,194.461799570911,169.289906428249
" Actg1",88724.6746124529,90957.3225248381,65407.7648008756,69364.4735072583,68869.4482642955,65944.1709520877,92998.4077990215,89372.6470392506
" Notum",240.565694233784,266.148686809527,337.465413611484,290.108793608253,431.277781888308,477.582820815919,232.113644116254,360.043354564364
" Mycn",350.191410218267,440.824331877703,678.33353468266,719.414744359846,664.223240397928,639.758399227911,454.098866884682,535.953716865561
" Greb1",123.051506001935,129.228264115608,191.121188938543,199.989075831731,199.303994000014,192.741714957426,181.917996724248,204.343295467158
" Rock2",2137.30052929722,2019.63518362904,1930.77819542823,2005.97324814406,1326.04243820886,1378.68256165819,2427.73536320952,2453.19605024609
" Klf11",1532.81737307088,1500.27055692947,1003.93738657386,968.87868866853,1618.22585468153,1552.08112751214,1239.55793118959,1035.01139470138
" Sox11",505.85584285184,474.972050036271,446.907614707212,453.737230223302,913.74611513269,855.429611113047,507.652440549685,498.137230138865
" Prkd1",818.854682460142,801.662188986097,583.161436554542,637.4417758285,725.741967292669,746.640703732322,717.913765799665,720.467909080623
" Strn3",1650.99423115296,1636.94306987364,2207.78570897,2251.06813592131,1479.28258324073,1526.66012554633,2302.55707354157,2530.79465878864
" Nfkbia",1903.03640691216,1842.84803779827,1328.13834815144,1458.52876544288,892.174025789211,688.691758715594,2047.83394686992,1625.86477000911
" Ctage5",1398.39572270494,1396.81550252159,2039.02256810454,1972.51866380509,1634.54031622065,1621.79142614956,1866.98587699621,2110.67364222892
" Dact1",287.956706160387,270.376212866538,277.979224064914,294.340086402207,449.399354282701,394.028667591625,221.194118781771,261.467100958523
" Six1",176.421571430797,169.329555965717,218.555955505113,197.871333009151,100.381718019764,106.193526301248,162.689748024176,206.731769327669
" Zbtb1",107.099225859617,92.4033327415653,174.79169421309,162.070087380925,105.566220712918,90.0071404789272,117.812210640148,172.56876999738
" Sptb",167.579482277152,178.10640365058,123.41493561336,136.312552847231,142.956068450356,150.493830870749,127.788628710195,99.5771242948842
" Zfp36l1",2652.77026328844,2604.71750044279,1896.83424712908,2098.58716824666,2225.25385701436,2206.1401657603,2840.28295214229,2241.02052237784
" Srsf5",3513.99055036955,3716.72908157199,7588.6594648672,7121.30223614205,3149.745149261,3174.44517804935,4895.90547402703,6144.65719685206
" Ttc9",344.759948632788,383.297022360529,527.045225002745,536.715156005576,210.064027177681,225.089328927534,504.697016556259,615.470781749596
" Amn",268.728423036227,292.840705330226,206.451717067286,147.630196882074,329.922945739991,321.175130716108,178.851184120748,157.550128644189
" Eif5",5080.2512351458,4829.941670687,8450.63299503261,7887.56408790882,4821.2073479865,4927.33001435664,5723.41215215239,7323.24188754366
" Jag2",2646.41355763051,2816.25598277597,1767.13649641767,1806.14325027607,2220.30152973295,2391.89964451037,1829.98746860427,1724.13459709164
" Ptprn2",54.0673964280766,63.7358618891664,39.5183158237647,35.8978739609554,101.695292436421,88.7572335472255,59.9803566038414,39.8340996040865
" Cdca7l",586.814613421134,529.382833723504,886.000861570733,747.369143768306,856.450858845199,844.884866193931,542.291318361248,587.531011235908
" Hist1h1e",198.840047198582,232.023474207569,67.8224711120946,91.5752296593739,275.262509195823,218.041940071169,179.063722663969,94.3429110890581
" Ripk1",63.9709055073287,70.4071232078142,203.15055640784,182.063201162029,57.2570514122569,78.3398739076613,115.051374198604,142.789162789041
" Slc22a23",440.970455656822,417.006301641973,424.914593678996,420.440014914829,956.304201147296,930.977344504799,534.482566203979,442.964873700689
" Dek",4338.35030470118,4275.06579681041,7719.41173970505,7520.64873483956,5763.64801825311,5710.8903442897,5956.36745076333,6736.58583281931
" Ptpdc1",322.080893157548,292.13783140752,216.91501102248,218.317852435465,340.772005970563,323.369856365409,270.192801011724,218.30935033137
" Gadd45g",2194.18413988022,2376.7060638405,1603.74768425606,1518.14440882257,3085.56165069985,3004.13339653611,1129.01729898358,1057.38222647661
" Ror2",1171.1143771923,1233.11112147655,2002.33233337241,1873.60392085021,1663.70456499044,1766.38593508596,1378.98288403919,1520.40390730467
" H2afy",1767.74421519526,1652.38287040606,2064.34857443179,1987.42071211448,2703.94834029059,2631.96917257137,1914.90533083677,1673.51162017025
" Smad5",561.23522759037,511.692108975381,713.283784020064,701.431589793887,805.259901218219,760.033797787565,590.518046516462,613.998600402291
" Gas1",119.436842039744,110.330648998398,230.073507446017,199.678568278404,274.667548014177,301.694639808031,121.882129363268,131.6470579337
" Rfesd",135.409261449725,153.965939184408,280.133142170867,267.144929618136,134.476898566871,139.975623800587,221.350631163088,244.218933769344
" Ssbp2",271.46275502752,252.839327971453,293.042829802357,343.479888578865,608.791350891627,562.048973648199,365.754987722042,367.716757706879
" Zbed3",1003.41551449149,993.592955723087,1857.7463926868,1888.24225006753,869.678381746466,941.35635900842,1129.52169303316,1493.90744935049
" Enc1",2087.50833749049,2091.89728678918,1629.95823793169,1527.37050785245,1251.21186926362,1281.95050383471,2084.6670926261,1730.51626681379
" Emb",4877.79337562355,4880.2167757427,4065.95950842016,4078.82109889748,7052.07968891362,7087.66956194058,4277.05936765005,3619.92990128361
" Nr1d2",368.579239680513,344.460898730631,237.795253942972,248.952487272009,450.384482127483,430.846758699496,308.782199000852,263.75897473555
" Zmiz1",391.389310047289,378.415545923136,692.572917863261,658.683560055603,504.513036991721,439.435233137284,506.714329870018,678.638253805094
" Sh3bp5",660.047544653362,754.393263133901,417.179673011514,432.513207209157,487.124391273592,515.128145302266,621.015169311834,659.811194728237
" Lrrc18",30.6506656990292,26.2983845057523,37.8047755183225,37.6119201618953,75.5801928263339,64.4521190704962,20.1266025216499,20.7752991814574
" Lgals3",1078.42894849271,1340.58007319929,643.524842179874,807.924425195553,176.537867654789,175.017455772418,1130.06020323764,1387.73581435097
" Tmem260",135.048312975548,125.866594193159,268.055239649295,246.441864121853,186.731462312328,185.192089301345,177.957962951331,214.743131692146
" Ajuba",11888.3983686186,11959.5968791182,6220.11247624841,6671.06086079213,9430.79373712573,8910.71367820963,10469.1476630781,8345.85223826046
" Ctsb",8948.14245179358,9005.52023363816,6133.99080154636,6308.10041695422,6202.09009166542,6471.6909066323,7484.27248001454,6878.228536237
" Xkr6",49.0221230307224,50.4733953934736,115.050083590184,118.64066101726,66.8029894854846,58.4140168533653,55.1830728168502,64.6381426039075
" Rb1",594.872631468136,582.517124392257,419.491306504747,437.483310257784,507.075792999683,455.377969341075,604.908398162199,440.980935702115
" Dgkh",569.884497259641,568.74118053804,207.353241113278,245.373454446647,411.758112234915,419.53973495418,388.279844304376,266.833239833434
" Naa16",682.597119284182,684.018011289969,667.444111124135,667.657988212193,984.272421213291,1036.20533527423,617.13452020982,586.911325282337
" Klf5",2291.14468175241,2380.72352694561,1244.3821764581,1277.83558484905,1471.54281789962,1311.6724029964,1975.93216800828,1464.44130270224
" Pou4f1",26.0249090646613,26.7953618507429,64.4024660606764,58.3964900661327,30.8805934575892,28.3528102049799,31.8066944944423,36.2878341608178
" Rnf219",92.7664510322808,77.7887342154235,229.624145126786,205.503160661652,170.785944170032,157.664007013267,114.11397603669,149.740253171445
" Slitrk5",20.6314822173033,30.4472474130061,33.9293796093143,32.2560142668605,57.1220299288322,50.9036738992617,21.6760912717562,29.3668320826531
" Mir17hg",41.1275995060315,39.4579890149373,180.36305504535,102.975789627089,55.317177328776,60.800156365999,65.2358220389032,51.3183966913008
" Gpc6",126.820345757615,109.400500332537,95.5571967592457,100.944821578207,227.75695773224,230.090776166953,115.199135355982,107.035110838394
" Sox21",91.3509245531083,85.9934329255746,103.015276695361,96.7958842644406,180.658381046307,199.044340133407,73.4511628897126,86.6858791721169
" AW549877",2636.71803947759,2502.54868187208,1772.26306261953,1739.10726588462,2738.26356973932,2751.4121735402,2259.55660739517,1818.70414554291
" Gm16136",2.94840629010882,9.10707659690727,54.952882799885,48.2404843785236,6.12240133447743,26.4529026312926,39.8274351925807,53.9583261077727
" Klf10",3238.95163823204,2951.51130780694,2188.47506996496,2222.30154940528,3588.25396990185,3451.0776031954,2864.02639765926,2563.61904261462
" Zhx2",42.2964244213599,27.995519739853,49.6845211463634,44.4879567545635,116.059798971719,116.046544430017,61.2155688083403,61.433357268752
" Atad2",1673.22809240487,1644.31956405979,2075.48934561048,2052.21398284042,2432.25563231421,2432.224653692,1821.31966090616,1912.29079960774
" Chrac1",537.8317063467,499.02242008692,845.063040180445,813.466007109146,464.257001476223,450.626885605931,610.704609478728,751.878616816531
" Srebf2",18013.1076845969,19343.7537931655,12315.6425492105,12726.8576413494,17459.9890525931,18170.9920588194,15983.6575485898,14175.8019860042
" A4galt",391.400935011946,410.983935830074,848.017648333099,860.633212972089,282.204436511069,275.216471349229,522.764720410949,787.989622489552
" Phf21b",128.064865793045,121.569503752615,205.131490769058,197.150114769198,201.803702354098,230.205312930319,168.697479857005,160.678869967719
" Wnt7b",94.6495833680408,125.71260400937,63.2998631955214,81.5603103489438,56.0141864360115,40.3365101048039,107.610300685834,128.95023542626
" Trmu",202.097139289322,214.633815652773,314.038706600606,357.566429003208,166.871545857214,203.449821790046,270.487473217915,279.898894159811
" Pim3",4672.86440807978,4638.16747365904,2001.32564848247,2301.11032476158,3092.55930822018,3207.17249676406,3482.1482769188,2560.2421481245
" Prickle1",284.735364884816,295.628364820455,299.93113069504,300.141025273039,359.391163470313,339.901286887006,425.564410378831,445.999650924325
" Tmem117",78.4396935562715,62.4068891432082,26.0601060213935,14.2599403780792,129.564410117703,145.282889231167,41.4731871142685,30.2085998076298
" Slc48a1",933.161289853226,895.03482137799,657.288076280124,656.778216104263,879.551997706423,850.673089536335,783.427322896013,577.73518303388
" Col2a1",537.477598845209,551.38911830362,193.110287205865,202.013959439145,297.845108728986,300.66206391475,392.173565010694,359.479023287618
" C1ql4",272.278911312658,295.913996090813,116.089721720473,131.997151458917,180.610839367084,182.366885803232,157.505962002543,142.259693107811
" Prpf40b",1094.40344534596,1228.09768045512,795.154417247009,671.369090974367,1193.67547612204,1217.33378349697,782.550315652007,711.760983340525
" Ubald1",1135.12772982244,993.171864327537,486.816938212529,502.552957651031,750.776706663636,707.155603490449,809.291274671195,552.637613365166
" Snn",875.834146789117,863.065493767279,1597.05659971379,1670.90165677227,752.068016165349,715.285757917825,1203.85696660289,1724.20486314007
" Mkl2",338.286168785892,364.710878726272,561.78708337135,561.963550764752,412.86832261346,337.380144763527,503.697820951793,578.094927666214
" Clcn2",615.109019571399,684.226087056331,653.250673112921,638.035039314585,547.281983082156,607.134022784375,457.521532764499,448.167556290057
" Eif4a2",23595.0590246788,23297.0532110662,12989.2340119133,12752.5644373502,17981.7165442243,19100.2485006656,15298.4794517658,12115.0777421385
" Hes1",229.650321541977,222.540225942955,491.217909204822,525.549625772096,1093.99971638427,1035.25362554227,418.181286920736,517.337499473955
" Tfrc",3086.84692876997,3084.97905188377,5222.06873411253,4847.44523719478,2884.23322007681,3267.81997177827,3429.14149135871,4529.33067472013
" Sema5b",469.523865217372,489.28353809075,437.553162594952,464.032065246353,863.441100555812,910.322753241598,426.028970811266,349.348997498096
" Scaf4",1101.1926202287,1119.91629415228,1814.00184891519,1771.02246678004,1558.17463648739,1483.92995098088,1301.16488711496,1604.83704567476
" Donson",663.163335497006,640.292552782318,1007.38269225205,993.528519044166,821.262664422607,803.4696147828,821.458234564995,852.963305736689
" Tulp4",414.55286396434,364.294658860431,526.696614134704,503.168453943191,343.975366520423,311.858271878398,515.046196406128,584.870674865783
" Igf2r",4253.90565488496,4426.17347016515,3423.45340431405,3494.83048231064,3460.5662772306,3768.8599637912,2375.84110478565,1967.38892263437
" Thbs2",138.97090499017,117.226314560798,69.1444317590423,65.7478212624012,143.7079154167,179.013831919288,79.788816645026,57.3118657383779
" Zfp213",215.231452287008,184.669381916703,583.148513913978,558.585812304554,184.936847495637,202.537460799641,316.079339793863,431.369308537445
" Fahd1",521.497005095281,457.120874558196,806.115759297798,702.07333517181,480.473611763323,416.247797463511,610.835949452378,630.523685605255
" Dusp1",4585.50346517045,4891.9202012635,3293.09493050651,3776.6244006546,1848.5866887922,1964.73416124656,6143.00306151902,5700.91993841992
" Srsf3",5059.73592054579,4830.46562559984,9822.78522460584,9021.97508460515,4788.40749689782,5239.24258307487,6266.87090794505,7799.9156430863
" Trp53cor1",30.1892466788645,34.5366470403689,122.586527140554,129.278840702807,66.1710213242733,36.3649108440752,88.1049514986977,118.228038846575
" Slc35b2",1051.51373770287,1211.38997023935,1819.61833318011,1678.59049516641,1113.87037434257,1201.57419941197,1249.24617865218,1464.93994307702
" Srf",3873.6547948849,3753.87111214885,1780.3996383373,1860.27942456784,3444.18207531875,3200.46999159435,3241.50204817673,2426.0922841156
" Fam98a",1033.67021672622,1128.29685197424,1784.17227140046,1794.26745591366,1415.52222632108,1336.89044689713,1549.23703822286,1578.20920914475
" Kcng3",57.1214184059282,51.7144096267169,43.1901995503548,31.1531566678869,24.5406861595323,15.4630458095763,43.2363835713258,43.0564361239069
" Colec12",1065.57196154366,1074.58112337192,1541.30896743957,1539.95766125694,1624.89950516678,1697.14342095732,1469.40296920425,1538.58382341834
" Thoc1",709.902811310901,673.540170868701,1296.24488368273,1292.43786752901,871.476581859178,913.457154902562,845.447082779365,1100.95747434623
" Cdh2",441.552912024397,394.195570055726,469.885827410397,432.501558486019,768.798772156192,779.152140175852,407.931045251201,466.973430615382
" Fchsd1",370.76657918748,324.361934122494,242.708691871331,205.165537332755,222.612376484535,259.55671695123,277.080492634285,236.880983003003
" Sema6a",170.175422735973,204.498324603015,138.477002403149,149.339105101948,299.31452113314,287.086434221476,184.507835585621,171.549245173608
" Ndst1",383.878127364819,400.84890162384,722.94061382121,700.840724066156,382.168965540499,335.252953325242,500.772038895817,610.630365863033
" Ppargc1b",229.625688350067,236.423627620696,147.681893763386,131.150958013261,504.979212256656,458.26976682354,177.0719489436,138.791329604133
" Pmaip1",3932.22016039884,3977.8960256811,2740.33981190167,2791.76033114331,3295.43110876926,3188.38954846322,4718.87875030118,3671.55322061932
" Smad7",351.530942099451,317.39162483934,203.290756929861,200.568252317615,174.869120303521,157.695596676063,291.347122390638,238.794532807532
" Setbp1",52.8002600967252,35.5584385938524,89.5629262131611,89.8304737674041,134.80939673044,115.450720805291,68.4075114514181,94.5356475362409
" Suv420h1",359.092799103945,350.848764043724,613.007027526743,579.297653545406,345.399815644425,346.483937721575,464.309603873374,571.213970243061
" Znhit2",557.31093322544,650.849089762581,1120.19396248307,1156.6945931929,605.419940860468,604.764256887481,789.998888852469,936.506211872336
" Rcor2",3847.96073345315,4032.34322020428,6072.63457416557,5695.42555571434,6630.43605513692,6336.21626348906,4039.33634718359,4857.65026700835
" Lrrc10b",33.417637205321,40.9606518421323,92.4669524990672,86.7879682046622,28.0872898967589,24.9850658338653,64.4870797075824,85.7493721992484
" Patl1",2557.37119916094,2518.59896317426,1808.8241798088,1855.96758799069,3079.58382632736,2678.38772629474,2217.6958857463,1902.71667752091
" Fam122a",270.598177292209,270.648824494755,665.396801797823,687.301834471499,405.3709950239,364.168292890794,517.830412013164,640.638545899321
" Smarca2",100.477862053396,95.9808865888206,124.23619687245,128.473456178985,161.698709590426,126.457696707379,101.166685399315,93.0765683814424
" Vldlr",492.187807877133,488.827944238588,424.60122083611,461.78406917643,666.431565357505,695.677157181027,690.338462598334,714.154493108223
" Ranbp6",135.096298442982,127.938335359044,232.072506773007,232.464655468938,165.767194426751,162.852308026925,166.713000809308,204.195079921968
" Erlin1",987.043855938151,1043.67436353591,727.425717780065,728.182240982815,1232.10387041591,1204.5668888752,873.659866196025,652.718002140849
" Scd2",5953.90071176514,5952.92893822998,6384.76134013863,5995.17724235138,10920.3480680732,11385.2440348953,6880.929544458,7793.69842563204
" Trim8",1013.03771414856,975.600044696925,1747.88196980312,1612.84019438864,1108.10062035217,991.517032744684,1118.46761507243,1535.59048064356
" Sfxn2",94.7274260160444,91.171010010534,233.67512543641,208.897828366115,113.317828811622,91.2244004721432,90.4057964270214,127.716313519405
" Dusp5",1940.59738421343,1887.96240611438,1616.21289515935,1791.65250013887,950.525707384795,897.824939646063,2596.70958594905,2846.76414324648
" Rlim",4303.06600685416,4166.96152567536,2814.55766028547,2793.41478106112,2503.47163323809,2526.28509406292,3871.58871152803,3304.84209776408
