id,gene
ENSMUSG00000026399,Cd55
ENSMUSG00000026421,Csrp1
ENSMUSG00000026432,Avpr1b
ENSMUSG00000026436,Elk4
ENSMUSG00000026437,Cdk18
ENSMUSG00000026447,Pik3c2b
ENSMUSG00000026456,Cyb5r1
ENSMUSG00000026490,Cdc42bpa
ENSMUSG00000026495,Efcab2
ENSMUSG00000026504,Sdccag8
ENSMUSG00000026509,Capn2
ENSMUSG00000026519,Tmem63a
ENSMUSG00000026556,Vangl2
ENSMUSG00000026558,Uck2
ENSMUSG00000026565,Pou2f1
ENSMUSG00000026575,Nme7
ENSMUSG00000026594,Ralgps2
ENSMUSG00000026623,Lpgat1
ENSMUSG00000026662,Sephs1
ENSMUSG00000026700,Tnfsf4
ENSMUSG00000026748,Plxdc2
ENSMUSG00000026765,Lypd6b
ENSMUSG00000026782,Abi2
ENSMUSG00000026785,Pkn3
ENSMUSG00000026788,Zbtb43
ENSMUSG00000026812,Tsc1
ENSMUSG00000026841,Fibcd1
ENSMUSG00000026856,Dolpp1
ENSMUSG00000026864,Hspa5
ENSMUSG00000026870,D730039F16Rik
ENSMUSG00000026915,Strbp
ENSMUSG00000026922,Agpat2
ENSMUSG00000026970,Rbms1
ENSMUSG00000027002,Nckap1
ENSMUSG00000027016,Zfp385b
ENSMUSG00000027030,Stk39
ENSMUSG00000027130,Slc12a6
ENSMUSG00000027171,Prrg4
ENSMUSG00000027173,Depdc7
ENSMUSG00000027175,Tcp11l1
ENSMUSG00000027177,Hipk3
ENSMUSG00000027188,Pamr1
ENSMUSG00000027189,Trim44
ENSMUSG00000027201,Myef2
ENSMUSG00000027203,Dut
ENSMUSG00000027217,Tspan18
ENSMUSG00000027239,Mdk
ENSMUSG00000027248,Pdia3
ENSMUSG00000027263,Tubgcp4
ENSMUSG00000027314,Dll4
ENSMUSG00000027323,Rad51
ENSMUSG00000027349,Fam98b
ENSMUSG00000027350,Chgb
ENSMUSG00000027351,Spred1
ENSMUSG00000027361,Gabpb1
ENSMUSG00000027365,Trpm7
ENSMUSG00000027381,Bcl2l11
ENSMUSG00000027424,Mgme1
ENSMUSG00000027435,Cd93
ENSMUSG00000027447,Cst3
ENSMUSG00000027506,Tpd52
ENSMUSG00000027509,Rae1
ENSMUSG00000027519,Rab22a
ENSMUSG00000027520,Zdbf2
ENSMUSG00000027522,Stx16
ENSMUSG00000027546,Atp9a
ENSMUSG00000027562,Car2
ENSMUSG00000027566,Psma7
ENSMUSG00000027593,Raly
ENSMUSG00000027596,a
ENSMUSG00000027612,Mmp24
ENSMUSG00000027620,Rbm39
ENSMUSG00000027630,Tbl1xr1
ENSMUSG00000027637,1110008F13Rik
ENSMUSG00000027641,Rbl1
ENSMUSG00000027651,Rprd1b
ENSMUSG00000027660,Skil
ENSMUSG00000027663,Zmat3
ENSMUSG00000027706,Sec62
ENSMUSG00000027716,Trpc3
ENSMUSG00000027739,Rab33b
ENSMUSG00000027782,Kpna4
ENSMUSG00000027805,Pfn2
ENSMUSG00000027829,Ccnl1
ENSMUSG00000027845,Dclre1b
ENSMUSG00000027878,Notch2
ENSMUSG00000027894,Slc6a17
ENSMUSG00000027905,Ddx20
ENSMUSG00000027933,Ints3
ENSMUSG00000027944,Hax1
ENSMUSG00000027954,Efna1
ENSMUSG00000028035,Dnajb4
ENSMUSG00000028042,Zbtb7b
ENSMUSG00000028070,Apoa1bp
ENSMUSG00000028080,Lrba
ENSMUSG00000028081,Rps3a1
ENSMUSG00000028101,Pias3
ENSMUSG00000028106,Rprd2
ENSMUSG00000028121,Bcar3
ENSMUSG00000028124,Gclm
ENSMUSG00000028163,Nfkb1
ENSMUSG00000028184,Lphn2
ENSMUSG00000028194,Ddah1
ENSMUSG00000028221,Tmem55a
ENSMUSG00000028224,Nbn
ENSMUSG00000028234,Rps20
ENSMUSG00000028331,5830415F09Rik
ENSMUSG00000028341,Nr4a3
ENSMUSG00000028344,Invs
ENSMUSG00000028345,Tex10
ENSMUSG00000028402,Mpdz
ENSMUSG00000028412,Slc44a1
ENSMUSG00000028413,B4galt1
ENSMUSG00000028416,Bag1
ENSMUSG00000028417,Tal2
ENSMUSG00000028426,Rad23b
ENSMUSG00000028496,Mllt3
ENSMUSG00000028530,Jak1
ENSMUSG00000028538,St3gal3
ENSMUSG00000028552,Eps15
ENSMUSG00000028572,Hook1
ENSMUSG00000028577,Plaa
ENSMUSG00000028584,Lrrc38
ENSMUSG00000028617,Lrrc42
ENSMUSG00000028633,Ctps
ENSMUSG00000028639,Ybx1
ENSMUSG00000028649,Macf1
ENSMUSG00000028668,Tceb3
ENSMUSG00000028676,Srsf10
ENSMUSG00000028689,Ccdc163
ENSMUSG00000028736,Pax7
ENSMUSG00000028756,Pink1
ENSMUSG00000028757,Ddost
ENSMUSG00000028779,Pef1
ENSMUSG00000028788,Ptp4a2
ENSMUSG00000028790,Khdrbs1
ENSMUSG00000028809,Srrm1
ENSMUSG00000028826,Tmem57
ENSMUSG00000028832,Stmn1
ENSMUSG00000028849,Map7d1
ENSMUSG00000028857,Tmem222
ENSMUSG00000028882,Ppp1r8
ENSMUSG00000028896,Rcc1
ENSMUSG00000028911,Srsf4
ENSMUSG00000028914,Casp9
ENSMUSG00000028936,Rpl22
ENSMUSG00000028948,Nol9
ENSMUSG00000028949,Smarcd3
ENSMUSG00000028959,Fastk
ENSMUSG00000028965,Tnfrsf9
ENSMUSG00000028977,Casz1
ENSMUSG00000029007,Agtrap
ENSMUSG00000029020,Mfn2
ENSMUSG00000029027,Dffb
ENSMUSG00000029028,Lrrc47
ENSMUSG00000029032,Arhgef16
ENSMUSG00000029038,Ssu72
ENSMUSG00000029050,Ski
ENSMUSG00000029072,Tas1r3
ENSMUSG00000029111,Nelfa
ENSMUSG00000029119,Man2b2
ENSMUSG00000029121,Crmp1
ENSMUSG00000029135,Fosl2
ENSMUSG00000029149,Krtcap3
ENSMUSG00000029165,Agbl5
ENSMUSG00000029174,Tbc1d1
ENSMUSG00000029178,Klf3
ENSMUSG00000029179,Zcchc4
ENSMUSG00000029202,Pds5a
ENSMUSG00000029208,Guf1
ENSMUSG00000029238,Clock
ENSMUSG00000029246,Ppat
ENSMUSG00000029267,Mtf2
ENSMUSG00000029291,Rufy3
ENSMUSG00000029310,Nudt9
ENSMUSG00000029319,Coq2
ENSMUSG00000029330,Cds1
ENSMUSG00000029335,Bmp3
ENSMUSG00000029337,Fgf5
ENSMUSG00000029366,Dck
ENSMUSG00000029413,Naaa
ENSMUSG00000029430,Ran
ENSMUSG00000029432,Gbas
ENSMUSG00000029446,Psph
ENSMUSG00000029454,Mapkapk5
ENSMUSG00000029455,Aldh2
ENSMUSG00000029461,Fam168a
ENSMUSG00000029467,Atp2a2
ENSMUSG00000029500,Pgam5
ENSMUSG00000029524,Sirt4
ENSMUSG00000029550,Sppl3
ENSMUSG00000029569,Tmem168
ENSMUSG00000029571,Tmem106b
ENSMUSG00000029591,Ung
ENSMUSG00000029608,Rph3a
ENSMUSG00000029617,Ccz1
ENSMUSG00000029622,Arpc1b
ENSMUSG00000029647,Pan3
ENSMUSG00000029669,Tspan12
ENSMUSG00000029681,Bcl7b
ENSMUSG00000029684,Wasl
ENSMUSG00000029705,Cux1
ENSMUSG00000029710,Ephb4
ENSMUSG00000029711,Epo
ENSMUSG00000029777,Gars
ENSMUSG00000029814,Igf2bp3
ENSMUSG00000029836,Cbx3
ENSMUSG00000030029,Lrig1
ENSMUSG00000030087,Klf15
ENSMUSG00000030091,Nup210
ENSMUSG00000030105,Arl8b
ENSMUSG00000030120,Mlf2
ENSMUSG00000030127,Cops7a
ENSMUSG00000030180,Kdm5a
ENSMUSG00000030201,Lrp6
ENSMUSG00000030232,Aebp2
ENSMUSG00000030265,Kras
ENSMUSG00000030275,Etnk1
ENSMUSG00000030315,Vgll4
ENSMUSG00000030327,Necap1
ENSMUSG00000030350,Prmt8
ENSMUSG00000030374,Strn4
ENSMUSG00000030402,Ppm1n
ENSMUSG00000030421,Uri1
ENSMUSG00000030431,Tmem238
ENSMUSG00000030499,Kctd15
ENSMUSG00000030516,Tjp1
ENSMUSG00000030538,Cib1
ENSMUSG00000030554,Synm
ENSMUSG00000030557,Mef2a
ENSMUSG00000030660,Pik3c2a
ENSMUSG00000030678,Maz
ENSMUSG00000030685,Kctd13
ENSMUSG00000030691,Fchsd2
ENSMUSG00000030699,Tbx6
ENSMUSG00000030725,Lipt2
ENSMUSG00000030753,Prkrir
ENSMUSG00000030757,Zkscan2
ENSMUSG00000030766,Arhgap17
ENSMUSG00000030779,Rbbp6
ENSMUSG00000030795,Fus
ENSMUSG00000030804,Gm21974
ENSMUSG00000030811,Fbxl19
ENSMUSG00000030876,Mettl9
ENSMUSG00000030890,Ilk
ENSMUSG00000030970,Ctbp2
ENSMUSG00000031016,Wee1
ENSMUSG00000031377,Bmx
ENSMUSG00000031431,Tsc22d3
ENSMUSG00000031443,F7
ENSMUSG00000031467,Agpat5
ENSMUSG00000031503,Col4a2
ENSMUSG00000031513,Leprotl1
ENSMUSG00000031516,Dctn6
ENSMUSG00000031530,Dusp4
ENSMUSG00000031540,Kat6a
ENSMUSG00000031563,Wwc2
ENSMUSG00000031584,Gsr
ENSMUSG00000031586,Rbpms
ENSMUSG00000031591,Asah1
ENSMUSG00000031600,Vps37a
ENSMUSG00000031627,Irf2
ENSMUSG00000031629,Mlf1ip
ENSMUSG00000031684,Slc10a7
ENSMUSG00000031714,Gab1
ENSMUSG00000031729,Ist1
ENSMUSG00000031731,Ap1g1
ENSMUSG00000031736,4933436C20Rik
ENSMUSG00000031749,St3gal2
ENSMUSG00000031756,Cenpn
ENSMUSG00000031790,Mmp15
ENSMUSG00000031864,Ints10
ENSMUSG00000031885,Cbfb
ENSMUSG00000031896,Ctrl
ENSMUSG00000031904,Slc7a6
ENSMUSG00000031910,Has3
ENSMUSG00000031918,Mtmr2
ENSMUSG00000031955,Bcar1
ENSMUSG00000031963,Bmper
ENSMUSG00000031985,Gnpat
ENSMUSG00000032009,Sesn3
ENSMUSG00000032012,Pvrl1
ENSMUSG00000032024,Clmp
ENSMUSG00000032050,Rdx
ENSMUSG00000032051,Fdx1
ENSMUSG00000032064,Dixdc1
ENSMUSG00000032076,Cadm1
ENSMUSG00000032184,Lysmd2
ENSMUSG00000032194,Kank2
ENSMUSG00000032212,Sltm
ENSMUSG00000032216,Nedd4
ENSMUSG00000032217,Rnf111
ENSMUSG00000032228,Tcf12
ENSMUSG00000032239,Rp9
ENSMUSG00000032249,Anp32a
ENSMUSG00000032253,Phip
ENSMUSG00000032290,Ptpn9
ENSMUSG00000032293,Ireb2
ENSMUSG00000032294,Pkm
ENSMUSG00000032307,Ube2q2
ENSMUSG00000032316,Clk3
ENSMUSG00000032328,Tmem30a
ENSMUSG00000032340,Neo1
ENSMUSG00000032350,Gclc
ENSMUSG00000032376,Usp3
ENSMUSG00000032407,U2surp
ENSMUSG00000032411,Tfdp2
ENSMUSG00000032413,Rasa2
ENSMUSG00000032437,Stt3b
ENSMUSG00000032446,Eomes
ENSMUSG00000032449,Slc25a36
ENSMUSG00000032462,Pik3cb
ENSMUSG00000032475,Nck1
ENSMUSG00000032497,Lrrfip2
ENSMUSG00000032501,Trib1
ENSMUSG00000032562,Gnai2
ENSMUSG00000032582,Rbm6
ENSMUSG00000032589,Bsn
ENSMUSG00000032615,Nt5m
ENSMUSG00000032621,Srek1
ENSMUSG00000032637,Atxn2l
ENSMUSG00000032640,Chsy1
ENSMUSG00000032667,Pon2
ENSMUSG00000032688,Malt1
ENSMUSG00000032737,Inppl1
ENSMUSG00000032740,Ccdc88a
ENSMUSG00000032745,Gpbp1
ENSMUSG00000032802,Srxn1
ENSMUSG00000032855,Pkd1
ENSMUSG00000032867,Fbxw8
ENSMUSG00000032875,Arhgef17
ENSMUSG00000032883,Acsl3
ENSMUSG00000032902,Slc16a1
ENSMUSG00000032939,Nup93
ENSMUSG00000032997,Chpf
ENSMUSG00000032998,Foxj3
ENSMUSG00000033004,Mycbp2
ENSMUSG00000033014,Trim33
ENSMUSG00000033075,Senp1
ENSMUSG00000033099,Nol12
ENSMUSG00000033157,Abhd10
ENSMUSG00000033161,Atp1a1
ENSMUSG00000033214,Slitrk5
ENSMUSG00000033278,Ptprm
ENSMUSG00000033411,Ctdspl2
ENSMUSG00000033439,Trmt13
ENSMUSG00000033454,Zbtb1
ENSMUSG00000033488,BC026585
ENSMUSG00000033557,Fam20b
ENSMUSG00000033706,Smyd5
ENSMUSG00000033730,Egr3
ENSMUSG00000033731,3300002A11Rik
ENSMUSG00000033788,Dysf
ENSMUSG00000033871,Ppargc1b
ENSMUSG00000033883,D3Ertd254e
ENSMUSG00000033885,Pxk
ENSMUSG00000033916,Chmp2a
ENSMUSG00000034022,Cpsf1
ENSMUSG00000034037,Fgd5
ENSMUSG00000034041,Lyl1
ENSMUSG00000034075,Zdhhc5
ENSMUSG00000034120,Srsf2
ENSMUSG00000034135,Sik3
ENSMUSG00000034157,2310044G17Rik
ENSMUSG00000034158,Lrrc58
ENSMUSG00000034168,Irf2bpl
ENSMUSG00000034175,Rhbdd3
ENSMUSG00000034187,Nsf
ENSMUSG00000034201,Gas2l1
ENSMUSG00000034227,Foxj1
ENSMUSG00000034235,Usp54
ENSMUSG00000034247,Plekhm1
ENSMUSG00000034259,Exosc4
ENSMUSG00000034269,Setd5
ENSMUSG00000034271,Jdp2
ENSMUSG00000034300,Fam53c
ENSMUSG00000034303,Ccdc15
ENSMUSG00000034317,Trim59
ENSMUSG00000034377,Tulp4
ENSMUSG00000034429,Zfp707
ENSMUSG00000034463,Scara3
ENSMUSG00000034485,Uaca
ENSMUSG00000034520,Gjc1
ENSMUSG00000034522,Zfp395
ENSMUSG00000034610,Zcchc11
ENSMUSG00000034613,Ppm1h
ENSMUSG00000034621,Gpatch8
ENSMUSG00000034640,Tiparp
ENSMUSG00000034707,Gns
ENSMUSG00000034751,Mast4
ENSMUSG00000034799,Unc13a
ENSMUSG00000034801,Sos2
ENSMUSG00000034820,Cpsf7
ENSMUSG00000034825,Nrip3
ENSMUSG00000034832,Tet3
ENSMUSG00000034858,Fam214a
ENSMUSG00000034875,Nudt19
ENSMUSG00000034928,Rnf44
ENSMUSG00000034936,Arl4d
ENSMUSG00000034957,Cebpa
ENSMUSG00000035048,Anapc13
ENSMUSG00000035067,Xkr6
ENSMUSG00000035093,Secisbp2l
ENSMUSG00000035126,Wdr78
ENSMUSG00000035139,Secisbp2
ENSMUSG00000035161,Ints6
ENSMUSG00000035164,Zc3h12c
ENSMUSG00000035168,Tanc1
ENSMUSG00000035203,Epn1
ENSMUSG00000035248,Zcchc6
ENSMUSG00000035278,Plekhj1
ENSMUSG00000035293,G2e3
ENSMUSG00000035298,Klhl35
ENSMUSG00000035305,Ror1
ENSMUSG00000035329,Fbxo33
ENSMUSG00000035356,Nfkbiz
ENSMUSG00000035364,4930524J08Rik
ENSMUSG00000035367,Rmi1
ENSMUSG00000035392,Dennd1a
ENSMUSG00000035397,Klf16
ENSMUSG00000035478,Mbd3
ENSMUSG00000035486,Plk5
ENSMUSG00000035545,Leng8
ENSMUSG00000035551,Igfbpl1
ENSMUSG00000035572,Dcaf10
ENSMUSG00000035597,Prpf39
ENSMUSG00000035629,1700021K19Rik
ENSMUSG00000035798,Zdhhc17
ENSMUSG00000035828,Pim3
ENSMUSG00000035873,Pawr
ENSMUSG00000035900,Gramd4
ENSMUSG00000035941,Ibtk
ENSMUSG00000035949,Fbxw2
ENSMUSG00000035992,Fnip1
ENSMUSG00000036019,Tmtc2
ENSMUSG00000036030,Prtg
ENSMUSG00000036053,Fmnl2
ENSMUSG00000036093,Arl5a
ENSMUSG00000036097,Fam178a
ENSMUSG00000036098,Myrf
ENSMUSG00000036103,Colec12
ENSMUSG00000036131,Frmd7
ENSMUSG00000036181,Hist1h1c
ENSMUSG00000036202,Rif1
ENSMUSG00000036208,BC027231
ENSMUSG00000036241,Ube2r2
ENSMUSG00000036339,Tmem260
ENSMUSG00000036438,Calm2
ENSMUSG00000036523,Greb1
ENSMUSG00000036564,Ndrg4
ENSMUSG00000036698,Ago2
ENSMUSG00000036712,Cyld
ENSMUSG00000036819,Jmjd4
ENSMUSG00000036862,Dchs1
ENSMUSG00000036863,Syde2
ENSMUSG00000036890,Gtdc1
ENSMUSG00000036902,Neto2
ENSMUSG00000036913,Trim67
ENSMUSG00000036943,Rab8b
ENSMUSG00000036990,Otud4
ENSMUSG00000037013,Ss18
ENSMUSG00000037022,Mmaa
ENSMUSG00000037089,Slc35b2
ENSMUSG00000037174,Elf2
ENSMUSG00000037214,Thap1
ENSMUSG00000037236,Matr3
ENSMUSG00000037347,Chst7
ENSMUSG00000037353,Letmd1
ENSMUSG00000037373,Ctbp1
ENSMUSG00000037434,Slc30a1
ENSMUSG00000037458,Azin1
ENSMUSG00000037465,Klf10
ENSMUSG00000037486,Asxl2
ENSMUSG00000037487,Ubr5
ENSMUSG00000037600,1810019J16Rik
ENSMUSG00000037646,Vps13b
ENSMUSG00000037664,Cdkn1c
ENSMUSG00000037716,Ccdc33
ENSMUSG00000037736,Limch1
ENSMUSG00000037795,N4bp2
ENSMUSG00000037801,Iqch
ENSMUSG00000037815,Ctnna1
ENSMUSG00000037843,Vstm2l
ENSMUSG00000037904,Ankrd9
ENSMUSG00000037972,Snn
ENSMUSG00000038007,Acer2
ENSMUSG00000038042,Ptpdc1
ENSMUSG00000038116,Phf20
ENSMUSG00000038119,Cdon
ENSMUSG00000038180,Spag4
ENSMUSG00000038192,Cer1
ENSMUSG00000038205,Prkab2
ENSMUSG00000038214,Bend3
ENSMUSG00000038241,Cep250
ENSMUSG00000038256,Bcl9
ENSMUSG00000038267,Slc22a23
ENSMUSG00000038274,Fau
ENSMUSG00000038346,Zfp384
ENSMUSG00000038351,Sgsm2
ENSMUSG00000038366,Lasp1
ENSMUSG00000038371,Sbf2
ENSMUSG00000038388,Mpp6
ENSMUSG00000038393,Txnip
ENSMUSG00000038406,Scaf1
ENSMUSG00000038497,Tmco3
ENSMUSG00000038502,Ptov1
ENSMUSG00000038518,Jarid2
ENSMUSG00000038524,Fchsd1
ENSMUSG00000038538,Ubn2
ENSMUSG00000038542,Pcid2
ENSMUSG00000038546,Ranbp9
ENSMUSG00000038576,Susd4
ENSMUSG00000038607,Gng10
ENSMUSG00000038623,Tm6sf1
ENSMUSG00000038664,Herc1
ENSMUSG00000038697,Taf5l
ENSMUSG00000038705,Gmeb2
ENSMUSG00000038766,Gabpb2
ENSMUSG00000038806,Sde2
ENSMUSG00000038822,Hace1
ENSMUSG00000038828,Tmem214
ENSMUSG00000038844,Kif16b
ENSMUSG00000038872,Zfhx3
ENSMUSG00000038886,Man2a2
ENSMUSG00000038910,Plcl2
ENSMUSG00000038936,Sccpdh
ENSMUSG00000038975,Rabggtb
ENSMUSG00000039018,Mtg1
ENSMUSG00000039041,Adrm1
ENSMUSG00000039048,Foxred1
ENSMUSG00000039059,Hrh3
ENSMUSG00000039068,Zzz3
ENSMUSG00000039095,En2
ENSMUSG00000039108,Lsm14b
ENSMUSG00000039157,Fam102a
ENSMUSG00000039176,Polg
ENSMUSG00000039218,Srrm2
ENSMUSG00000039244,E130309D02Rik
ENSMUSG00000039262,Prrc2b
ENSMUSG00000039285,Azi2
ENSMUSG00000039308,Ndst2
ENSMUSG00000039361,Picalm
ENSMUSG00000039395,Mreg
ENSMUSG00000039431,Mtmr7
ENSMUSG00000039461,Tcta
ENSMUSG00000039470,Zdhhc2
ENSMUSG00000039477,Tnrc18
ENSMUSG00000039529,Atp8b1
ENSMUSG00000039568,Ubald1
ENSMUSG00000039585,Myo9a
ENSMUSG00000039620,6430573F11Rik
ENSMUSG00000039640,Mrpl12
ENSMUSG00000039683,Sdk1
ENSMUSG00000039716,Dock3
ENSMUSG00000039735,Fnbp1l
ENSMUSG00000039770,Ypel5
ENSMUSG00000039782,Cpeb2
ENSMUSG00000039801,2410089E03Rik
ENSMUSG00000039849,Pcif1
ENSMUSG00000039850,Endov
ENSMUSG00000039910,Cited2
ENSMUSG00000039960,Rhou
ENSMUSG00000039967,Zfp292
ENSMUSG00000039988,Ankrd13c
ENSMUSG00000039989,Cbx4
ENSMUSG00000040010,Slc7a5
ENSMUSG00000040021,Lats1
ENSMUSG00000040025,Ythdf2
ENSMUSG00000040034,Nup43
ENSMUSG00000040163,1700034J05Rik
ENSMUSG00000040177,2310057M21Rik
ENSMUSG00000040209,Zfp704
ENSMUSG00000040270,Bach2
ENSMUSG00000040297,Suco
ENSMUSG00000040310,Alx4
ENSMUSG00000040478,Prdm13
ENSMUSG00000040624,Plekhg1
ENSMUSG00000040640,Erc2
ENSMUSG00000040649,Rimklb
ENSMUSG00000040661,Rad54l2
ENSMUSG00000040663,Clcf1
ENSMUSG00000040669,Phc1
ENSMUSG00000040681,Hmgn1
ENSMUSG00000040687,Madd
ENSMUSG00000040697,Dnajc16
ENSMUSG00000040717,Il17rd
ENSMUSG00000040722,Scamp5
ENSMUSG00000040728,Esrp1
ENSMUSG00000040731,Eif4h
ENSMUSG00000040760,Appl1
ENSMUSG00000040761,Spen
ENSMUSG00000040785,Ttc3
ENSMUSG00000040794,C1qtnf4
ENSMUSG00000040813,Tex264
ENSMUSG00000040843,Tiprl
ENSMUSG00000040850,Psme4
ENSMUSG00000040857,Erf
ENSMUSG00000040888,Gfer
ENSMUSG00000040928,S100pbp
ENSMUSG00000040929,Rfx3
ENSMUSG00000040945,Rcc2
ENSMUSG00000040985,Sun3
ENSMUSG00000041040,Fam117b
ENSMUSG00000041058,Wwp1
ENSMUSG00000041130,Zfp598
ENSMUSG00000041220,Elovl6
ENSMUSG00000041235,Chd7
ENSMUSG00000041263,Rusc1
ENSMUSG00000041264,Uspl1
ENSMUSG00000041303,Gtf3c3
ENSMUSG00000041329,Atp1b2
ENSMUSG00000041354,Rgl2
ENSMUSG00000041390,Mdfic
ENSMUSG00000041417,Pik3r1
ENSMUSG00000041488,Stx3
ENSMUSG00000041530,Ago1
ENSMUSG00000041544,Ptchd2
ENSMUSG00000041609,Ccdc64
ENSMUSG00000041629,Fam104a
ENSMUSG00000041638,Gcn1l1
ENSMUSG00000041669,Prima1
ENSMUSG00000041673,Lrrc18
ENSMUSG00000041685,Fcho2
ENSMUSG00000041702,Btbd7
ENSMUSG00000041773,Enc1
ENSMUSG00000041817,Fam169a
ENSMUSG00000041846,Smek1
ENSMUSG00000041870,Ankrd13a
ENSMUSG00000041935,AW549877
ENSMUSG00000041961,Znrf3
ENSMUSG00000041995,Zbed3
ENSMUSG00000042029,Ncapg2
ENSMUSG00000042082,Arsb
ENSMUSG00000042087,4933440N22Rik
ENSMUSG00000042133,Ppig
ENSMUSG00000042155,Klhl23
ENSMUSG00000042167,Papd4
ENSMUSG00000042202,Slc35e2
ENSMUSG00000042207,Kdm5b
ENSMUSG00000042215,Bag2
ENSMUSG00000042229,Rabif
ENSMUSG00000042323,Pbrm1
ENSMUSG00000042364,Snx18
ENSMUSG00000042372,Dmrt3
ENSMUSG00000042388,Dlgap3
ENSMUSG00000042406,Atf4
ENSMUSG00000042423,Fbrs
ENSMUSG00000042477,Tfap2e
ENSMUSG00000042492,Tbc1d10b
ENSMUSG00000042496,Prdm10
ENSMUSG00000042499,Hoxd11
ENSMUSG00000042532,Golga7b
ENSMUSG00000042572,Ube2q1
ENSMUSG00000042589,Cux2
ENSMUSG00000042594,Sh2b3
ENSMUSG00000042605,Atxn2
ENSMUSG00000042607,Asb4
ENSMUSG00000042650,Alkbh5
